Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_45_169,VPWR,li1,83.4900,133.2800,1.799823
FILLER_45_166,VPWR,li1,82.3400,133.2800,1.799824
FILLER_45_161,VPWR,li1,80.0400,133.2800,1.799826
FILLER_45_158,VPWR,li1,78.8900,133.2800,1.799826
FILLER_45_155,VPWR,li1,77.5100,133.2800,1.799829
FILLER_45_152,VPWR,li1,76.1300,133.2800,1.799829
FILLER_45_142,VPWR,li1,71.3000,133.2800,1.799835
FILLER_45_116,VPWR,li1,59.1100,133.2800,1.799852
FILLER_45_113,VPWR,li1,58.1900,133.2800,1.799857
FILLER_45_109,VPWR,li1,56.3500,133.2800,1.799861
FILLER_45_106,VPWR,li1,54.9700,133.2800,1.799861
FILLER_45_83,VPWR,li1,44.1600,133.2800,1.799891
FILLER_45_80,VPWR,li1,43.0100,133.2800,1.799891
FILLER_45_77,VPWR,li1,41.6300,133.2800,1.799898
FILLER_45_57,VPWR,li1,31.9700,133.2800,1.799922
FILLER_45_55,VPWR,li1,31.0500,133.2800,1.799929
FILLER_45_52,VPWR,li1,30.1300,133.2800,1.799929
FILLER_45_49,VPWR,li1,28.7500,133.2800,1.799939
FILLER_45_46,VPWR,li1,27.3700,133.2800,1.799939
FILLER_45_43,VPWR,li1,25.9900,133.2800,1.799949
FILLER_45_40,VPWR,li1,24.6100,133.2800,1.799949
FILLER_44_305,VPWR,li1,146.5100,133.2800,1.799800
FILLER_44_302,VPWR,li1,145.1300,133.2800,1.799800
FILLER_44_271,VPWR,li1,130.6400,133.2800,1.799802
FILLER_44_261,VPWR,li1,126.2700,133.2800,1.799803
FILLER_44_258,VPWR,li1,124.8900,133.2800,1.799803
FILLER_44_250,VPWR,li1,120.9800,133.2800,1.799804
FILLER_44_200,VPWR,li1,97.7500,133.2800,1.799813
FILLER_44_197,VPWR,li1,96.8300,133.2800,1.799813
FILLER_44_194,VPWR,li1,95.2200,133.2800,1.799815
FILLER_44_170,VPWR,li1,84.4100,133.2800,1.799823
FILLER_44_148,VPWR,li1,73.8300,133.2800,1.799831
FILLER_44_138,VPWR,li1,69.4600,133.2800,1.799837
FILLER_44_99,VPWR,li1,51.5200,133.2800,1.799872
FILLER_44_96,VPWR,li1,50.3700,133.2800,1.799872
FILLER_44_88,VPWR,li1,46.2300,133.2800,1.799885
FILLER_44_85,VPWR,li1,45.3100,133.2800,1.799885
FILLER_44_83,VPWR,li1,43.9300,133.2800,1.799891
FILLER_44_80,VPWR,li1,43.0100,133.2800,1.799891
FILLER_44_77,VPWR,li1,41.6300,133.2800,1.799898
FILLER_44_74,VPWR,li1,40.2500,133.2800,1.799898
FILLER_44_58,VPWR,li1,32.4300,133.2800,1.799922
FILLER_44_34,VPWR,li1,21.8500,133.2800,1.799959
FILLER_44_26,VPWR,li1,17.9400,133.2800,1.799958
FILLER_43_307,VPWR,li1,146.9700,127.8400,1.799931
FILLER_43_304,VPWR,li1,146.0500,127.8400,1.799931
FILLER_43_301,VPWR,li1,144.6700,127.8400,1.799931
FILLER_43_298,VPWR,li1,143.2900,127.8400,1.799931
FILLER_43_295,VPWR,li1,141.9100,127.8400,1.799931
FILLER_43_279,VPWR,li1,134.0900,127.8400,1.799932
FILLER_43_244,VPWR,li1,118.2200,127.8400,1.799935
FILLER_43_228,VPWR,li1,111.0900,127.8400,1.799936
FILLER_43_225,VPWR,li1,109.7100,127.8400,1.799937
FILLER_43_201,VPWR,li1,98.4400,127.8400,1.799940
FILLER_43_198,VPWR,li1,97.2900,127.8400,1.799941
FILLER_43_195,VPWR,li1,95.9100,127.8400,1.799941
FILLER_43_178,VPWR,li1,88.0900,127.8400,1.799944
FILLER_43_175,VPWR,li1,86.7100,127.8400,1.799945
FILLER_43_172,VPWR,li1,85.3300,127.8400,1.799947
FILLER_43_169,VPWR,li1,83.9500,127.8400,1.799947
FILLER_43_165,VPWR,li1,82.1100,127.8400,1.799948
FILLER_43_157,VPWR,li1,77.9700,127.8400,1.799950
FILLER_43_148,VPWR,li1,73.8300,127.8400,1.799953
FILLER_43_126,VPWR,li1,63.7100,127.8400,1.799959
FILLER_43_123,VPWR,li1,62.7900,127.8400,1.799960
FILLER_43_120,VPWR,li1,61.4100,127.8400,1.799960
FILLER_43_111,VPWR,li1,56.8100,127.8400,1.799964
FILLER_43_108,VPWR,li1,55.8900,127.8400,1.799965
FILLER_43_105,VPWR,li1,54.5100,127.8400,1.799965
FILLER_43_102,VPWR,li1,53.1300,127.8400,1.799967
FILLER_43_99,VPWR,li1,51.7500,127.8400,1.799967
FILLER_43_96,VPWR,li1,50.3700,127.8400,1.799970
FILLER_43_93,VPWR,li1,48.9900,127.8400,1.799970
FILLER_43_90,VPWR,li1,47.6100,127.8400,1.799972
FILLER_43_87,VPWR,li1,46.2300,127.8400,1.799972
FILLER_43_84,VPWR,li1,44.8500,127.8400,1.799973
FILLER_43_81,VPWR,li1,43.4700,127.8400,1.799974
FILLER_43_78,VPWR,li1,42.0900,127.8400,1.799976
FILLER_43_75,VPWR,li1,40.7100,127.8400,1.799976
FILLER_43_72,VPWR,li1,39.3300,127.8400,1.799977
FILLER_43_69,VPWR,li1,37.9500,127.8400,1.799979
FILLER_43_66,VPWR,li1,36.5700,127.8400,1.799979
FILLER_43_63,VPWR,li1,35.1900,127.8400,1.799981
FILLER_43_60,VPWR,li1,33.8100,127.8400,1.799982
FILLER_43_57,VPWR,li1,32.4300,127.8400,1.799982
FILLER_43_54,VPWR,li1,30.8200,127.8400,1.799983
FILLER_43_44,VPWR,li1,26.4500,127.8400,1.799987
FILLER_43_41,VPWR,li1,25.0700,127.8400,1.799988
FILLER_43_38,VPWR,li1,23.6900,127.8400,1.799990
FILLER_43_35,VPWR,li1,22.3100,127.8400,1.799990
FILLER_43_32,VPWR,li1,20.9300,127.8400,1.799991
FILLER_43_29,VPWR,li1,19.5500,127.8400,1.799991
FILLER_43_26,VPWR,li1,18.1700,127.8400,1.799991
FILLER_43_11,VPWR,li1,11.0400,127.8400,1.799991
FILLER_42_307,VPWR,li1,146.9700,127.8400,1.799931
FILLER_42_253,VPWR,li1,122.1300,127.8400,1.799934
FILLER_42_243,VPWR,li1,117.5300,127.8400,1.799935
FILLER_42_240,VPWR,li1,116.6100,127.8400,1.799935
FILLER_42_227,VPWR,li1,110.1700,127.8400,1.799937
FILLER_42_224,VPWR,li1,109.2500,127.8400,1.799937
FILLER_42_208,VPWR,li1,101.6600,127.8400,1.799939
FILLER_42_205,VPWR,li1,100.5100,127.8400,1.799939
FILLER_42_187,VPWR,li1,91.7700,127.8400,1.799942
FILLER_42_177,VPWR,li1,87.6300,127.8400,1.799945
FILLER_42_174,VPWR,li1,86.2500,127.8400,1.799945
FILLER_42_171,VPWR,li1,84.8700,127.8400,1.799947
FILLER_42_168,VPWR,li1,83.4900,127.8400,1.799948
FILLER_42_165,VPWR,li1,82.1100,127.8400,1.799948
FILLER_42_162,VPWR,li1,80.7300,127.8400,1.799949
FILLER_42_159,VPWR,li1,79.3500,127.8400,1.799949
FILLER_42_156,VPWR,li1,77.9700,127.8400,1.799950
FILLER_42_153,VPWR,li1,76.5900,127.8400,1.799951
FILLER_42_150,VPWR,li1,75.2100,127.8400,1.799951
FILLER_42_147,VPWR,li1,73.8300,127.8400,1.799953
FILLER_42_144,VPWR,li1,72.4500,127.8400,1.799953
FILLER_42_141,VPWR,li1,71.0700,127.8400,1.799954
FILLER_42_138,VPWR,li1,69.4600,127.8400,1.799955
FILLER_42_135,VPWR,li1,68.3100,127.8400,1.799955
FILLER_42_132,VPWR,li1,66.9300,127.8400,1.799957
FILLER_42_129,VPWR,li1,65.5500,127.8400,1.799957
FILLER_42_126,VPWR,li1,64.1700,127.8400,1.799959
FILLER_42_123,VPWR,li1,62.7900,127.8400,1.799960
FILLER_42_120,VPWR,li1,61.4100,127.8400,1.799960
FILLER_42_117,VPWR,li1,60.0300,127.8400,1.799962
FILLER_42_114,VPWR,li1,58.6500,127.8400,1.799962
FILLER_42_111,VPWR,li1,57.2700,127.8400,1.799964
FILLER_42_108,VPWR,li1,55.8900,127.8400,1.799965
FILLER_42_105,VPWR,li1,54.5100,127.8400,1.799965
FILLER_42_102,VPWR,li1,53.1300,127.8400,1.799967
FILLER_42_99,VPWR,li1,51.7500,127.8400,1.799967
FILLER_42_96,VPWR,li1,50.3700,127.8400,1.799970
FILLER_42_93,VPWR,li1,48.9900,127.8400,1.799970
FILLER_42_90,VPWR,li1,47.6100,127.8400,1.799972
FILLER_42_76,VPWR,li1,40.7100,127.8400,1.799976
FILLER_42_73,VPWR,li1,39.7900,127.8400,1.799977
FILLER_42_70,VPWR,li1,38.4100,127.8400,1.799977
FILLER_42_67,VPWR,li1,37.0300,127.8400,1.799979
FILLER_42_64,VPWR,li1,35.6500,127.8400,1.799981
FILLER_42_61,VPWR,li1,34.2700,127.8400,1.799981
FILLER_42_45,VPWR,li1,26.9100,127.8400,1.799987
FILLER_42_42,VPWR,li1,25.5300,127.8400,1.799988
FILLER_42_39,VPWR,li1,24.1500,127.8400,1.799988
FILLER_42_36,VPWR,li1,22.7700,127.8400,1.799990
FILLER_42_26,VPWR,li1,17.9400,127.8400,1.799991
FILLER_41_305,VPWR,li1,146.5100,122.4000,1.799698
FILLER_41_302,VPWR,li1,145.1300,122.4000,1.799698
FILLER_41_279,VPWR,li1,134.0900,122.4000,1.799699
FILLER_41_276,VPWR,li1,133.1700,122.4000,1.799700
FILLER_41_258,VPWR,li1,124.8900,122.4000,1.799708
FILLER_41_255,VPWR,li1,123.5100,122.4000,1.799708
FILLER_41_231,VPWR,li1,112.4700,122.4000,1.799721
FILLER_41_228,VPWR,li1,111.0900,122.4000,1.799724
FILLER_41_225,VPWR,li1,109.7100,122.4000,1.799726
FILLER_41_222,VPWR,li1,108.1000,122.4000,1.799729
FILLER_41_219,VPWR,li1,106.9500,122.4000,1.799729
FILLER_41_216,VPWR,li1,105.5700,122.4000,1.799731
FILLER_41_213,VPWR,li1,104.1900,122.4000,1.799735
FILLER_41_210,VPWR,li1,102.8100,122.4000,1.799735
FILLER_41_207,VPWR,li1,101.4300,122.4000,1.799737
FILLER_41_180,VPWR,li1,88.5500,122.4000,1.799763
FILLER_41_177,VPWR,li1,87.6300,122.4000,1.799763
FILLER_41_166,VPWR,li1,82.3400,122.4000,1.799777
FILLER_41_163,VPWR,li1,81.1900,122.4000,1.799783
FILLER_41_160,VPWR,li1,79.8100,122.4000,1.799783
FILLER_41_157,VPWR,li1,78.4300,122.4000,1.799790
FILLER_41_154,VPWR,li1,77.0500,122.4000,1.799790
FILLER_41_140,VPWR,li1,70.6100,122.4000,1.799810
FILLER_41_137,VPWR,li1,69.2300,122.4000,1.799815
FILLER_41_122,VPWR,li1,61.8700,122.4000,1.799833
FILLER_41_113,VPWR,li1,57.9600,122.4000,1.799849
FILLER_41_109,VPWR,li1,56.3500,122.4000,1.799849
FILLER_41_106,VPWR,li1,54.9700,122.4000,1.799857
FILLER_41_103,VPWR,li1,53.5900,122.4000,1.799857
FILLER_41_100,VPWR,li1,52.2100,122.4000,1.799866
FILLER_41_97,VPWR,li1,50.8300,122.4000,1.799866
FILLER_41_94,VPWR,li1,49.4500,122.4000,1.799871
FILLER_41_70,VPWR,li1,38.4100,122.4000,1.799909
FILLER_40_306,VPWR,li1,146.7400,122.4000,1.799698
FILLER_40_303,VPWR,li1,145.5900,122.4000,1.799698
FILLER_40_300,VPWR,li1,144.2100,122.4000,1.799698
FILLER_40_291,VPWR,li1,139.8400,122.4000,1.799698
FILLER_40_288,VPWR,li1,138.6900,122.4000,1.799699
FILLER_40_285,VPWR,li1,137.3100,122.4000,1.799699
FILLER_40_268,VPWR,li1,129.4900,122.4000,1.799702
FILLER_40_265,VPWR,li1,128.1100,122.4000,1.799702
FILLER_40_262,VPWR,li1,126.7300,122.4000,1.799705
FILLER_40_259,VPWR,li1,125.3500,122.4000,1.799705
FILLER_40_256,VPWR,li1,123.9700,122.4000,1.799708
FILLER_40_253,VPWR,li1,122.5900,122.4000,1.799710
FILLER_40_250,VPWR,li1,120.9800,122.4000,1.799710
FILLER_40_233,VPWR,li1,112.9300,122.4000,1.799721
FILLER_40_230,VPWR,li1,112.0100,122.4000,1.799724
FILLER_40_227,VPWR,li1,110.6300,122.4000,1.799724
FILLER_40_224,VPWR,li1,109.2500,122.4000,1.799726
FILLER_40_221,VPWR,li1,107.8700,122.4000,1.799729
FILLER_40_218,VPWR,li1,106.4900,122.4000,1.799731
FILLER_40_215,VPWR,li1,105.1100,122.4000,1.799731
FILLER_40_212,VPWR,li1,103.7300,122.4000,1.799735
FILLER_40_209,VPWR,li1,102.3500,122.4000,1.799737
FILLER_40_206,VPWR,li1,100.9700,122.4000,1.799737
FILLER_40_197,VPWR,li1,96.6000,122.4000,1.799745
FILLER_40_172,VPWR,li1,85.3300,122.4000,1.799770
FILLER_40_169,VPWR,li1,83.9500,122.4000,1.799777
FILLER_40_132,VPWR,li1,66.4700,122.4000,1.799823
FILLER_40_129,VPWR,li1,65.5500,122.4000,1.799823
FILLER_40_106,VPWR,li1,54.7400,122.4000,1.799857
FILLER_40_96,VPWR,li1,50.1400,122.4000,1.799871
FILLER_40_93,VPWR,li1,48.9900,122.4000,1.799871
FILLER_40_67,VPWR,li1,36.8000,122.4000,1.799909
FILLER_40_64,VPWR,li1,35.6500,122.4000,1.799916
FILLER_40_26,VPWR,li1,17.9400,122.4000,1.799962
FILLER_40_3,VPWR,li1,7.3600,122.4000,1.799962
FILLER_39_305,VPWR,li1,146.5100,116.9600,1.799881
FILLER_39_302,VPWR,li1,145.1300,116.9600,1.799881
FILLER_39_299,VPWR,li1,143.7500,116.9600,1.799881
FILLER_39_296,VPWR,li1,142.3700,116.9600,1.799881
FILLER_39_293,VPWR,li1,140.9900,116.9600,1.799881
FILLER_39_290,VPWR,li1,139.6100,116.9600,1.799881
FILLER_39_287,VPWR,li1,138.2300,116.9600,1.799881
FILLER_39_284,VPWR,li1,136.8500,116.9600,1.799881
FILLER_39_281,VPWR,li1,135.4700,116.9600,1.799881
FILLER_39_274,VPWR,li1,131.7900,116.9600,1.799881
FILLER_39_271,VPWR,li1,130.8700,116.9600,1.799881
FILLER_39_268,VPWR,li1,129.4900,116.9600,1.799881
FILLER_39_265,VPWR,li1,128.1100,116.9600,1.799882
FILLER_39_262,VPWR,li1,126.7300,116.9600,1.799882
FILLER_39_259,VPWR,li1,125.3500,116.9600,1.799882
FILLER_39_256,VPWR,li1,123.9700,116.9600,1.799882
FILLER_39_253,VPWR,li1,122.5900,116.9600,1.799882
FILLER_39_250,VPWR,li1,121.2100,116.9600,1.799882
FILLER_39_233,VPWR,li1,112.9300,116.9600,1.799882
FILLER_39_225,VPWR,li1,109.2500,116.9600,1.799882
FILLER_39_222,VPWR,li1,108.1000,116.9600,1.799883
FILLER_39_219,VPWR,li1,106.9500,116.9600,1.799883
FILLER_39_216,VPWR,li1,105.5700,116.9600,1.799883
FILLER_39_213,VPWR,li1,104.1900,116.9600,1.799883
FILLER_39_210,VPWR,li1,102.8100,116.9600,1.799884
FILLER_39_199,VPWR,li1,97.7500,116.9600,1.799886
FILLER_39_177,VPWR,li1,87.1700,116.9600,1.799891
FILLER_39_111,VPWR,li1,56.8100,116.9600,1.799919
FILLER_39_60,VPWR,li1,33.5800,116.9600,1.799952
FILLER_39_57,VPWR,li1,32.4300,116.9600,1.799955
FILLER_39_54,VPWR,li1,30.8200,116.9600,1.799958
FILLER_39_20,VPWR,li1,14.9500,116.9600,1.799973
FILLER_39_17,VPWR,li1,14.0300,116.9600,1.799973
FILLER_39_6,VPWR,li1,8.9700,116.9600,1.799973
FILLER_39_3,VPWR,li1,7.5900,116.9600,1.799973
FILLER_38_307,VPWR,li1,146.9700,116.9600,1.799881
FILLER_38_304,VPWR,li1,146.0500,116.9600,1.799881
FILLER_38_301,VPWR,li1,144.6700,116.9600,1.799881
FILLER_38_298,VPWR,li1,143.2900,116.9600,1.799881
FILLER_38_288,VPWR,li1,138.6900,116.9600,1.799881
FILLER_38_285,VPWR,li1,137.3100,116.9600,1.799881
FILLER_38_276,VPWR,li1,132.7100,116.9600,1.799881
FILLER_38_268,VPWR,li1,129.0300,116.9600,1.799881
FILLER_38_265,VPWR,li1,128.1100,116.9600,1.799882
FILLER_38_262,VPWR,li1,126.7300,116.9600,1.799882
FILLER_38_259,VPWR,li1,125.3500,116.9600,1.799882
FILLER_38_256,VPWR,li1,123.9700,116.9600,1.799882
FILLER_38_253,VPWR,li1,122.5900,116.9600,1.799882
FILLER_38_250,VPWR,li1,120.9800,116.9600,1.799882
FILLER_38_197,VPWR,li1,96.8300,116.9600,1.799886
FILLER_38_195,VPWR,li1,95.4500,116.9600,1.799887
FILLER_38_192,VPWR,li1,94.5300,116.9600,1.799887
FILLER_38_184,VPWR,li1,90.3900,116.9600,1.799890
FILLER_38_181,VPWR,li1,89.4700,116.9600,1.799890
FILLER_38_178,VPWR,li1,88.0900,116.9600,1.799891
FILLER_38_175,VPWR,li1,86.7100,116.9600,1.799892
FILLER_38_159,VPWR,li1,78.8900,116.9600,1.799897
FILLER_38_156,VPWR,li1,77.9700,116.9600,1.799897
FILLER_38_147,VPWR,li1,73.3700,116.9600,1.799902
FILLER_38_144,VPWR,li1,72.4500,116.9600,1.799902
FILLER_38_130,VPWR,li1,65.7800,116.9600,1.799908
FILLER_38_107,VPWR,li1,55.2000,116.9600,1.799922
FILLER_38_104,VPWR,li1,54.0500,116.9600,1.799922
FILLER_38_88,VPWR,li1,46.2300,116.9600,1.799933
FILLER_38_85,VPWR,li1,45.3100,116.9600,1.799935
FILLER_38_67,VPWR,li1,36.8000,116.9600,1.799949
FILLER_38_64,VPWR,li1,35.6500,116.9600,1.799949
FILLER_38_61,VPWR,li1,34.2700,116.9600,1.799952
FILLER_38_58,VPWR,li1,32.8900,116.9600,1.799955
FILLER_38_37,VPWR,li1,23.0000,116.9600,1.799973
FILLER_38_25,VPWR,li1,17.7100,116.9600,1.799973
FILLER_38_6,VPWR,li1,8.7400,116.9600,1.799973
FILLER_38_3,VPWR,li1,7.5900,116.9600,1.799973
FILLER_37_305,VPWR,li1,146.5100,111.5200,1.799841
FILLER_37_302,VPWR,li1,145.1300,111.5200,1.799841
FILLER_37_279,VPWR,li1,134.0900,111.5200,1.799842
FILLER_37_260,VPWR,li1,125.3500,111.5200,1.799846
FILLER_37_257,VPWR,li1,124.4300,111.5200,1.799846
FILLER_37_254,VPWR,li1,123.0500,111.5200,1.799846
FILLER_37_251,VPWR,li1,121.6700,111.5200,1.799847
FILLER_37_248,VPWR,li1,120.2900,111.5200,1.799847
FILLER_37_245,VPWR,li1,118.9100,111.5200,1.799848
FILLER_37_236,VPWR,li1,114.3100,111.5200,1.799850
FILLER_37_233,VPWR,li1,113.3900,111.5200,1.799850
FILLER_37_225,VPWR,li1,109.2500,111.5200,1.799852
FILLER_37_223,VPWR,li1,108.3300,111.5200,1.799852
FILLER_37_220,VPWR,li1,107.4100,111.5200,1.799852
FILLER_37_217,VPWR,li1,106.0300,111.5200,1.799853
FILLER_37_187,VPWR,li1,92.0000,111.5200,1.799860
FILLER_37_184,VPWR,li1,90.8500,111.5200,1.799860
FILLER_37_181,VPWR,li1,89.4700,111.5200,1.799862
FILLER_37_178,VPWR,li1,88.0900,111.5200,1.799863
FILLER_37_175,VPWR,li1,86.7100,111.5200,1.799863
FILLER_37_172,VPWR,li1,85.3300,111.5200,1.799865
FILLER_37_169,VPWR,li1,83.9500,111.5200,1.799866
FILLER_37_166,VPWR,li1,82.3400,111.5200,1.799866
FILLER_37_158,VPWR,li1,78.4300,111.5200,1.799870
FILLER_37_141,VPWR,li1,70.8400,111.5200,1.799875
FILLER_37_138,VPWR,li1,69.6900,111.5200,1.799875
FILLER_37_116,VPWR,li1,59.3400,111.5200,1.799884
FILLER_37_113,VPWR,li1,58.1900,111.5200,1.799884
FILLER_37_109,VPWR,li1,56.3500,111.5200,1.799886
FILLER_37_99,VPWR,li1,51.7500,111.5200,1.799896
FILLER_37_96,VPWR,li1,50.3700,111.5200,1.799896
FILLER_37_73,VPWR,li1,39.5600,111.5200,1.799921
FILLER_37_70,VPWR,li1,38.4100,111.5200,1.799927
FILLER_37_67,VPWR,li1,37.0300,111.5200,1.799927
FILLER_37_57,VPWR,li1,32.2000,111.5200,1.799940
FILLER_37_46,VPWR,li1,26.9100,111.5200,1.799952
FILLER_37_6,VPWR,li1,8.5100,111.5200,1.799965
FILLER_37_3,VPWR,li1,7.5900,111.5200,1.799965
FILLER_36_307,VPWR,li1,146.9700,111.5200,1.799841
FILLER_36_304,VPWR,li1,146.0500,111.5200,1.799841
FILLER_36_301,VPWR,li1,144.6700,111.5200,1.799841
FILLER_36_259,VPWR,li1,125.3500,111.5200,1.799846
FILLER_36_256,VPWR,li1,123.9700,111.5200,1.799846
FILLER_36_253,VPWR,li1,122.5900,111.5200,1.799846
FILLER_36_249,VPWR,li1,120.7500,111.5200,1.799847
FILLER_36_246,VPWR,li1,119.3700,111.5200,1.799848
FILLER_36_243,VPWR,li1,117.9900,111.5200,1.799848
FILLER_36_240,VPWR,li1,116.6100,111.5200,1.799849
FILLER_36_237,VPWR,li1,115.2300,111.5200,1.799849
FILLER_36_234,VPWR,li1,113.8500,111.5200,1.799850
FILLER_36_228,VPWR,li1,110.6300,111.5200,1.799852
FILLER_36_225,VPWR,li1,109.7100,111.5200,1.799852
FILLER_36_222,VPWR,li1,108.3300,111.5200,1.799852
FILLER_36_219,VPWR,li1,106.9500,111.5200,1.799853
FILLER_36_216,VPWR,li1,105.5700,111.5200,1.799853
FILLER_36_213,VPWR,li1,104.1900,111.5200,1.799854
FILLER_36_185,VPWR,li1,91.3100,111.5200,1.799860
FILLER_36_182,VPWR,li1,89.9300,111.5200,1.799862
FILLER_36_179,VPWR,li1,88.5500,111.5200,1.799862
FILLER_36_176,VPWR,li1,87.1700,111.5200,1.799863
FILLER_36_173,VPWR,li1,85.7900,111.5200,1.799865
FILLER_36_170,VPWR,li1,84.4100,111.5200,1.799865
FILLER_36_167,VPWR,li1,83.0300,111.5200,1.799866
FILLER_36_164,VPWR,li1,81.6500,111.5200,1.799868
FILLER_36_161,VPWR,li1,80.2700,111.5200,1.799868
FILLER_36_144,VPWR,li1,72.4500,111.5200,1.799873
FILLER_36_141,VPWR,li1,71.0700,111.5200,1.799875
FILLER_36_138,VPWR,li1,69.4600,111.5200,1.799875
FILLER_36_116,VPWR,li1,59.5700,111.5200,1.799884
FILLER_36_85,VPWR,li1,45.3100,111.5200,1.799909
FILLER_36_82,VPWR,li1,43.7000,111.5200,1.799913
FILLER_36_79,VPWR,li1,42.5500,111.5200,1.799913
FILLER_36_70,VPWR,li1,37.9500,111.5200,1.799927
FILLER_36_67,VPWR,li1,37.0300,111.5200,1.799927
FILLER_36_25,VPWR,li1,17.7100,111.5200,1.799967
FILLER_35_306,VPWR,li1,146.7400,106.0800,1.799748
FILLER_35_303,VPWR,li1,145.5900,106.0800,1.799748
FILLER_35_281,VPWR,li1,135.0100,106.0800,1.799749
FILLER_35_263,VPWR,li1,126.7300,106.0800,1.799752
FILLER_35_260,VPWR,li1,125.8100,106.0800,1.799752
FILLER_35_241,VPWR,li1,117.0700,106.0800,1.799754
FILLER_35_233,VPWR,li1,112.9300,106.0800,1.799755
FILLER_35_230,VPWR,li1,112.0100,106.0800,1.799755
FILLER_35_221,VPWR,li1,107.8700,106.0800,1.799756
FILLER_35_178,VPWR,li1,87.6300,106.0800,1.799786
FILLER_35_175,VPWR,li1,86.7100,106.0800,1.799786
FILLER_35_172,VPWR,li1,85.3300,106.0800,1.799790
FILLER_35_169,VPWR,li1,83.9500,106.0800,1.799794
FILLER_35_166,VPWR,li1,82.3400,106.0800,1.799798
FILLER_35_163,VPWR,li1,81.1900,106.0800,1.799798
FILLER_35_140,VPWR,li1,70.1500,106.0800,1.799826
FILLER_35_137,VPWR,li1,69.2300,106.0800,1.799826
FILLER_35_134,VPWR,li1,67.8500,106.0800,1.799830
FILLER_35_131,VPWR,li1,66.4700,106.0800,1.799834
FILLER_35_128,VPWR,li1,65.0900,106.0800,1.799834
FILLER_35_113,VPWR,li1,57.7300,106.0800,1.799853
FILLER_35_110,VPWR,li1,56.5800,106.0800,1.799858
FILLER_35_107,VPWR,li1,55.4300,106.0800,1.799858
FILLER_35_79,VPWR,li1,42.3200,106.0800,1.799895
FILLER_35_57,VPWR,li1,31.9700,106.0800,1.799932
FILLER_35_32,VPWR,li1,20.9300,106.0800,1.799960
FILLER_35_3,VPWR,li1,7.5900,106.0800,1.799957
FILLER_34_290,VPWR,li1,139.3800,106.0800,1.799748
FILLER_34_280,VPWR,li1,134.7800,106.0800,1.799750
FILLER_34_262,VPWR,li1,126.5000,106.0800,1.799752
FILLER_34_259,VPWR,li1,125.3500,106.0800,1.799752
FILLER_34_256,VPWR,li1,123.9700,106.0800,1.799752
FILLER_34_253,VPWR,li1,122.5900,106.0800,1.799753
FILLER_34_251,VPWR,li1,121.2100,106.0800,1.799753
FILLER_34_226,VPWR,li1,109.9400,106.0800,1.799756
FILLER_34_197,VPWR,li1,96.8300,106.0800,1.799769
FILLER_34_195,VPWR,li1,95.4500,106.0800,1.799769
FILLER_34_171,VPWR,li1,84.8700,106.0800,1.799790
FILLER_34_141,VPWR,li1,70.6100,106.0800,1.799822
FILLER_34_132,VPWR,li1,66.9300,106.0800,1.799830
FILLER_34_100,VPWR,li1,52.2100,106.0800,1.799866
FILLER_34_75,VPWR,li1,40.2500,106.0800,1.799904
FILLER_34_72,VPWR,li1,39.3300,106.0800,1.799904
FILLER_34_69,VPWR,li1,37.9500,106.0800,1.799911
FILLER_34_53,VPWR,li1,30.3600,106.0800,1.799932
FILLER_34_29,VPWR,li1,19.5500,106.0800,1.799960
FILLER_34_27,VPWR,li1,18.1700,106.0800,1.799959
FILLER_34_24,VPWR,li1,17.2500,106.0800,1.799959
FILLER_34_6,VPWR,li1,8.5100,106.0800,1.799957
FILLER_34_3,VPWR,li1,7.5900,106.0800,1.799957
FILLER_33_292,VPWR,li1,140.0700,100.6400,1.799809
FILLER_33_289,VPWR,li1,139.1500,100.6400,1.799809
FILLER_33_275,VPWR,li1,132.4800,100.6400,1.799810
FILLER_33_262,VPWR,li1,126.7300,100.6400,1.799811
FILLER_33_259,VPWR,li1,125.3500,100.6400,1.799812
FILLER_33_256,VPWR,li1,123.9700,100.6400,1.799812
FILLER_33_253,VPWR,li1,122.5900,100.6400,1.799813
FILLER_33_221,VPWR,li1,107.8700,100.6400,1.799821
FILLER_33_177,VPWR,li1,87.1700,100.6400,1.799841
FILLER_33_131,VPWR,li1,66.2400,100.6400,1.799874
FILLER_33_128,VPWR,li1,65.0900,100.6400,1.799874
FILLER_33_69,VPWR,li1,37.4900,100.6400,1.799933
FILLER_33_60,VPWR,li1,33.3500,100.6400,1.799943
FILLER_33_57,VPWR,li1,32.4300,100.6400,1.799949
FILLER_33_54,VPWR,li1,30.8200,100.6400,1.799949
FILLER_33_51,VPWR,li1,29.6700,100.6400,1.799955
FILLER_33_48,VPWR,li1,28.2900,100.6400,1.799955
FILLER_33_24,VPWR,li1,17.0200,100.6400,1.799973
FILLER_33_3,VPWR,li1,7.5900,100.6400,1.799972
FILLER_32_307,VPWR,li1,146.9700,100.6400,1.799809
FILLER_32_304,VPWR,li1,146.0500,100.6400,1.799809
FILLER_32_294,VPWR,li1,141.2200,100.6400,1.799809
FILLER_32_262,VPWR,li1,126.7300,100.6400,1.799811
FILLER_32_259,VPWR,li1,125.3500,100.6400,1.799812
FILLER_32_256,VPWR,li1,123.9700,100.6400,1.799812
FILLER_32_253,VPWR,li1,122.5900,100.6400,1.799813
